,Posted On,BHK,Rent,Size,Bathroom,Current Floor,Total Floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Builder,Point of Contact_Contact Owner
459,2022-05-22,0.4000000000000001,0.003944209443237681,0.14893617021276595,0.2222222222222222,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
460,2022-06-08,0.8,0.006087801531953812,0.11889862327909886,0.1111111111111111,0.0,0.0,False,True,False,False,False,True,False,False,True,True,False,False,True
461,2022-05-12,0.2,0.003229678746998971,0.15519399249061328,0.1111111111111111,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,True,False,True,False,False,True
462,2022-05-30,0.21746254681647942,0.00937464273465188,0.013767209011264079,0.1111111111111111,0.02631578947368421,0.045454545454545456,False,True,False,False,False,True,False,False,False,True,False,False,True
463,2022-05-28,0.4000000000000001,0.0036583971647421976,0.1176470588235294,0.1111111111111111,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,True,False,True,False,False,True
464,2022-06-03,0.0,0.009651973172503445,0.07384230287859823,0.0,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,False
465,2022-05-10,0.21746254681647942,0.0016577112152738082,0.09261576971214017,0.0,0.02631578947368421,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
466,2022-06-13,0.4000000000000001,0.005373270835715102,0.14893617021276595,0.1111111111111111,0.039473684210526314,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
467,2022-07-03,0.0,0.001514805076026066,0.04881101376720901,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,True,False,True,False,False,False
468,2022-04-29,0.0,0.00180061735452155,0.07384230287859823,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,False,True,False,False,True
469,2022-05-10,0.2,0.001514805076026066,0.08635794743429286,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
470,2022-06-14,0.2,0.0023722419115125184,0.10513141426783477,0.0,0.0,0.022727272727272724,False,True,False,False,False,True,False,True,False,True,False,False,True
471,2022-05-12,0.0,0.00017148736709729045,0.061326658322903634,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,False,False,True
472,2022-06-25,0.2,0.00180061735452155,0.08010012515644555,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
473,2022-06-17,0.2,0.009651973172503445,0.09887359198998748,0.1111111111111111,0.0,0.022727272727272724,False,True,False,False,False,True,False,True,False,True,False,False,True
474,2022-06-17,0.4000000000000001,0.003944209443237681,0.10262828535669585,0.1111111111111111,0.039473684210526314,0.03409090909090909,False,True,False,False,False,True,False,False,True,True,False,False,True
475,2022-07-06,0.2,0.0016577112152738082,0.07384230287859823,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,False,False,False,False
476,2022-04-27,0.2,0.0013718989367783238,0.09887359198998748,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
477,2022-06-02,0.2,0.0036583971647421976,0.14893617021276595,0.1111111111111111,0.0,0.0,False,True,False,False,False,True,False,True,False,False,True,False,True
478,2022-06-03,0.2,0.00594489539270607,0.12390488110137672,0.1111111111111111,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,False,True,False,False,True
479,2022-06-29,0.2,0.004801646278724134,0.09261576971214017,0.1111111111111111,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,False
480,2022-06-26,0.2,0.0025151480507602606,0.09887359198998748,0.1111111111111111,0.0,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,False,False,True
481,2022-06-10,0.2,0.0013718989367783238,0.14893617021276595,0.1111111111111111,0.0,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
482,2022-05-11,0.2,0.0025151480507602606,0.09261576971214017,0.0,0.05263157894736842,0.03409090909090909,True,False,False,False,False,True,False,False,True,True,False,False,True
483,2022-06-10,0.4000000000000001,0.0025151480507602606,0.18648310387984982,0.1111111111111111,0.14473684210526316,0.20454545454545456,False,True,False,False,False,True,False,True,False,True,False,False,True
484,2022-05-08,0.0,0.0010860866582828397,0.03629536921151439,0.0,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
485,2022-05-17,0.4000000000000001,0.0025151480507602606,0.09887359198998748,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,False,False,False,True
486,2022-06-10,0.2,0.0016577112152738082,0.055068836045056316,0.1111111111111111,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
487,2022-06-24,0.6000000000000001,0.0025151480507602606,0.14893617021276595,0.1111111111111111,0.06578947368421052,0.10227272727272728,False,True,False,False,False,True,False,False,False,True,False,False,True
488,2022-06-10,0.2,0.0013718989367783238,0.061326658322903634,0.1111111111111111,0.14473684210526316,0.14772727272727273,False,True,False,False,False,True,False,True,False,True,False,False,True
489,2022-06-26,0.21746254681647942,0.004801646278724134,0.11138923654568209,0.1111111111111111,0.0,0.0,True,False,False,False,False,True,False,True,False,True,False,False,True
490,2022-06-30,0.2,0.0019435234937692921,0.05632040050062578,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,False,False,False,True
491,2022-06-22,0.2,0.0019435234937692921,0.065081351689612,0.0,0.02631578947368421,0.022727272727272724,False,True,False,False,False,True,False,True,False,False,True,False,True
492,2022-06-15,0.21746254681647942,0.0033725848862467133,0.08010012515644555,0.1111111111111111,0.0,0.03409090909090909,True,False,False,False,False,True,False,True,False,True,False,False,True
493,2022-05-08,0.2,0.005373270835715102,0.08635794743429286,0.1111111111111111,0.0,0.0,True,False,False,False,False,True,False,True,False,False,False,False,True
494,2022-06-17,0.2,0.0013718989367783238,0.04881101376720901,0.0,0.02631578947368421,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
495,2022-06-27,0.2,0.003086772607751229,0.12390488110137672,0.1111111111111111,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
496,2022-06-04,0.0,0.0025151480507602606,0.04881101376720901,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,True,False,False,False,False,True
497,2022-05-10,0.21746254681647942,0.0036583971647421976,0.08635794743429286,0.1111111111111111,0.0,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,False,False,True
498,2022-07-03,0.21746254681647942,0.0025151480507602606,0.10513141426783477,0.1111111111111111,0.013157894736842105,0.03409090909090909,True,False,False,False,False,True,False,True,False,False,False,False,True
499,2022-06-21,0.2,0.002658054190008003,0.0685857321652065,0.1111111111111111,0.039473684210526314,0.022727272727272724,True,False,False,False,False,True,False,False,True,True,False,False,False
500,2022-06-08,0.2,0.0013718989367783238,0.09887359198998748,0.0,0.039473684210526314,0.03409090909090909,False,True,False,False,False,True,False,False,True,True,False,False,True
501,2022-06-10,0.2,0.003086772607751229,0.11138923654568209,0.1111111111111111,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
502,2022-06-27,0.4000000000000001,0.0036583971647421976,0.19899874843554444,0.1111111111111111,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,False,True,False,False,True
503,2022-06-14,0.0,0.0007145306962387102,0.017521902377972465,0.0,0.013157894736842105,0.045454545454545456,True,False,False,False,False,True,False,False,True,False,False,False,True
504,2022-06-06,0.4000000000000001,0.011089516405624784,0.19899874843554444,0.1111111111111111,0.0,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,False,False,False
505,2022-05-20,0.4000000000000001,0.0068023322281925225,0.12390488110137672,0.0,0.02631578947368421,0.03409090909090909,False,True,False,False,False,True,False,False,True,True,False,False,True
506,2022-06-20,0.0,0.0002858122784954842,0.08635794743429286,0.0,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
507,2022-04-28,0.0,0.0006002057848405167,0.02065081351689612,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
508,2022-05-12,0.0,0.0010860866582828397,0.055068836045056316,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,False,False,True
509,2022-06-02,0.21746254681647942,0.016805761975534468,0.21151439299123903,0.2222222222222222,0.013157894736842105,0.022727272727272724,True,False,False,False,False,True,False,True,False,False,False,False,False
510,2022-06-09,0.2,0.0013718989367783238,0.05193992490613266,0.0,0.02631578947368421,0.022727272727272724,True,False,False,False,False,True,False,False,True,True,False,False,True
511,2022-05-17,0.4000000000000001,0.009651973172503445,0.11138923654568209,0.2222222222222222,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,True,False,True,False,False,True
512,2022-05-28,0.0,0.0010860866582828397,0.04881101376720901,0.0,0.05263157894736842,0.03409090909090909,True,False,False,False,False,True,False,False,True,True,False,False,False
513,2022-07-03,0.2,0.009651973172503445,0.07384230287859823,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,False
514,2022-06-28,0.2,0.0025151480507602606,0.08898623279098873,0.1111111111111111,0.039473684210526314,0.03409090909090909,False,True,False,False,False,True,False,False,False,True,False,False,True
515,2022-07-06,0.4000000000000001,0.00594489539270607,0.14267834793491865,0.1111111111111111,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,False
516,2022-06-05,0.4000000000000001,0.01823482336801189,0.2753441802252816,0.2222222222222222,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
517,2022-04-29,0.2,0.00180061735452155,0.0832290362953692,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
518,2022-06-08,0.2,0.009651973172503445,0.1639549436795995,0.1111111111111111,0.02631578947368421,0.03409090909090909,False,True,False,False,False,True,False,False,False,True,False,False,True
519,2022-06-19,0.0,0.0010860866582828397,0.030037546933667086,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,False
520,2022-05-11,0.2,0.003086772607751229,0.08886107634543178,0.1111111111111111,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,True
521,2022-05-12,0.8,0.0068023322281925225,0.23404255319148937,0.1111111111111111,0.02631578947368421,0.011363636363636364,True,False,False,False,False,True,False,False,True,False,False,False,True
522,2022-05-29,0.4000000000000001,0.004801646278724134,0.10513141426783477,0.2222222222222222,0.013157894736842105,0.0,True,False,False,False,False,True,False,True,False,True,False,False,True
523,2022-06-29,0.2,0.0068023322281925225,0.13016270337922403,0.1111111111111111,0.013157894736842105,0.0,True,False,False,False,False,True,False,False,True,True,False,False,True
524,2022-05-16,0.0,0.0068023322281925225,0.03879849812265331,0.0,0.02631578947368421,0.06818181818181818,False,True,False,False,False,False,True,True,False,True,False,False,True
525,2022-06-14,0.21746254681647942,0.01966388476048931,0.09261576971214017,0.1111111111111111,0.05263157894736842,0.10227272727272728,True,False,False,False,False,False,True,False,False,True,False,False,False
526,2022-05-26,0.0,0.012518577798102205,0.055068836045056316,0.0,0.09210526315789473,0.10227272727272728,True,False,False,False,False,False,True,False,False,True,False,False,False
527,2022-05-27,0.4000000000000001,0.02109294615296673,0.13642052565707133,0.2222222222222222,0.02631578947368421,0.13636363636363638,True,False,False,False,False,False,True,False,True,False,True,False,False
528,2022-06-07,0.21746254681647942,0.009651973172503445,0.07884856070087608,0.0,0.07894736842105263,0.06818181818181818,False,True,False,False,False,False,True,False,False,True,False,False,True
529,2022-06-20,0.0,0.016805761975534468,0.08010012515644555,0.0,0.05263157894736842,0.06818181818181818,False,True,False,False,False,False,True,False,True,False,False,False,False
530,2022-06-20,0.21746254681647942,0.04538698982508288,0.09887359198998748,0.1111111111111111,0.18421052631578946,0.14772727272727273,True,False,False,False,False,False,True,False,True,True,False,False,True
531,2022-07-07,0.6000000000000001,0.08540070881445067,0.19899874843554444,0.4444444444444445,0.5657894736842105,0.875,True,False,False,False,False,False,True,True,False,True,False,False,False
532,2022-06-08,0.0,0.00594489539270607,0.05632040050062578,0.0,0.02631578947368421,0.07954545454545454,False,True,False,False,False,False,True,False,True,True,False,False,True
533,2022-07-07,0.6000000000000001,0.009651973172503445,0.20525657071339173,0.3333333333333333,0.17105263157894735,0.1931818181818182,True,False,False,False,False,False,True,True,False,True,False,False,False
534,2022-06-02,0.0,0.009088830456156395,0.058823529411764705,0.1111111111111111,0.02631578947368421,0.03409090909090909,True,False,False,False,False,False,True,True,False,False,False,False,False
535,2022-05-27,0.0,0.008803018177660911,0.061326658322903634,0.1111111111111111,0.013157894736842105,0.03409090909090909,True,False,False,False,False,False,True,False,False,False,False,False,False
536,2022-07-08,0.0,0.008231393620669943,0.060075093867334166,0.1111111111111111,0.02631578947368421,0.03409090909090909,True,False,False,False,False,False,True,True,False,False,False,False,False
537,2022-06-12,0.0,0.013661826912084143,0.07634543178973716,0.0,0.02631578947368421,0.022727272727272724,False,True,False,False,False,False,True,False,False,True,False,False,True
538,2022-05-10,0.2,0.007659769063678976,0.06357947434292865,0.1111111111111111,0.06578947368421052,0.12499999999999999,True,False,False,False,False,False,True,True,False,True,False,False,True
539,2022-05-13,0.2,0.009651973172503445,0.08635794743429286,0.1111111111111111,0.05263157894736842,0.06818181818181818,True,False,False,False,False,False,True,True,False,True,False,False,False
540,2022-07-09,0.2,0.023951068937921573,0.09599499374217771,0.1111111111111111,0.23684210526315788,0.26136363636363635,True,False,False,False,False,False,True,True,False,True,False,False,False
541,2022-07-06,0.2,0.009660455013147363,0.08010012515644555,0.1111111111111111,0.07894736842105263,0.06818181818181818,True,False,False,False,False,False,True,False,True,False,True,False,False
542,2022-06-21,0.21746254681647942,0.07682634045958614,0.22403003754693365,0.3333333333333333,0.039473684210526314,0.06818181818181818,True,False,False,False,False,False,True,True,False,True,False,False,False
543,2022-07-04,0.8,0.11398193666399908,0.28760951188986233,0.4444444444444445,0.22368421052631576,0.34090909090909094,True,False,False,False,False,False,True,False,False,False,True,False,False
544,2022-07-09,0.0,0.005659083114210586,0.05193992490613266,0.1111111111111111,0.14473684210526316,0.2272727272727273,True,False,False,False,False,False,True,False,True,True,False,False,False
545,2022-05-25,0.2,0.04252886704012804,0.11013767209011263,0.1111111111111111,0.09210526315789473,0.20454545454545456,True,False,False,False,False,False,True,False,True,False,False,False,True
546,2022-06-05,0.0,0.00594489539270607,0.03254067584480601,0.0,0.18421052631578946,0.25,False,True,False,False,False,False,True,False,True,True,False,False,True
547,2022-07-01,0.2,0.028238253115353835,0.10513141426783477,0.1111111111111111,0.05263157894736842,0.06818181818181818,True,False,False,False,False,False,True,True,False,False,False,False,False
548,2022-07-09,0.2,0.016805761975534468,0.10988735919899874,0.1111111111111111,0.11842105263157894,0.21590909090909094,True,False,False,False,False,False,True,True,False,True,False,False,False
549,2022-06-02,0.2,0.0019435234937692921,0.08010012515644555,0.1111111111111111,0.02631578947368421,0.03409090909090909,True,False,False,False,False,False,True,True,False,False,True,False,False
550,2022-06-27,0.0,0.005373270835715102,0.033166458072590735,0.0,0.25,0.26136363636363635,True,False,False,False,False,False,True,False,True,False,False,False,False
551,2022-06-14,0.2,0.005373270835715102,0.08635794743429286,0.1111111111111111,0.039473684210526314,0.2272727272727273,True,False,False,False,False,False,True,True,False,False,True,False,False
552,2022-06-20,0.0,0.0068023322281925225,0.045682102628285357,0.0,0.013157894736842105,0.23863636363636365,False,True,False,False,False,False,True,False,True,True,False,False,True
553,2022-05-14,0.0,0.009651973172503445,0.05181476846057572,0.0,0.039473684210526314,0.06818181818181818,False,True,False,False,False,False,True,True,False,True,False,False,True
554,2022-06-04,0.0,0.005204927403681262,0.04881101376720901,0.1111111111111111,0.10526315789473684,0.07954545454545454,False,True,False,False,False,False,True,False,False,True,False,False,True
555,2022-06-11,0.0,0.006230707671201554,0.055068836045056316,0.0,0.07894736842105263,0.12499999999999999,True,False,False,False,False,False,True,False,False,True,False,False,False
556,2022-07-09,0.6000000000000001,0.053961358179947405,0.25894868585732167,0.4444444444444445,0.05263157894736842,0.6477272727272727,True,False,False,False,False,False,True,True,False,True,False,False,False
557,2022-06-13,0.21746254681647942,0.008803018177660911,0.072090112640801,0.0,0.0,0.03409090909090909,False,True,False,False,False,False,True,True,False,True,False,False,True
558,2022-05-04,0.2,0.019092260203498343,0.0750938673341677,0.1111111111111111,0.013157894736842105,0.045454545454545456,True,False,False,False,False,False,True,False,False,True,False,False,True
559,2022-05-22,0.0,0.008231393620669943,0.05982478097622027,0.1111111111111111,0.02631578947368421,0.03409090909090909,True,False,False,False,False,False,True,True,False,True,False,False,True
560,2022-05-31,0.4000000000000001,0.031096375900308674,0.14893617021276595,0.2222222222222222,0.7894736842105263,0.7386363636363636,True,False,False,False,False,False,True,True,False,True,False,False,False
561,2022-07-09,0.2,0.012232765519606722,0.08911138923654567,0.1111111111111111,0.4473684210526315,0.5340909090909091,True,False,False,False,False,False,True,True,False,True,False,False,False
562,2022-05-25,0.0,0.005373270835715102,0.055068836045056316,0.0,0.06578947368421052,0.07954545454545454,True,False,False,False,False,False,True,False,True,True,False,False,False
563,2022-06-12,0.21746254681647942,0.0068023322281925225,0.061326658322903634,0.1111111111111111,0.02631578947368421,0.07954545454545454,False,True,False,False,False,False,True,True,False,True,False,False,True
564,2022-07-09,0.2,0.011089516405624784,0.08385481852315393,0.1111111111111111,0.06578947368421052,0.14772727272727273,True,False,False,False,False,False,True,False,False,False,False,False,False
565,2022-07-09,0.2,0.011946953241111237,0.14267834793491865,0.1111111111111111,0.18421052631578946,0.44318181818181823,True,False,False,False,False,False,True,False,True,True,False,False,False
566,2022-06-22,0.2,0.012232765519606722,0.10262828535669585,0.1111111111111111,0.02631578947368421,0.011363636363636364,True,False,False,False,False,False,True,False,False,False,False,False,False
567,2022-05-23,0.0,0.02109294615296673,0.06758448060075092,0.0,0.06578947368421052,0.06818181818181818,True,False,False,False,False,False,True,False,False,True,False,False,False
568,2022-05-14,0.0,0.008803018177660911,0.057571964956195244,0.1111111111111111,0.07894736842105263,0.06818181818181818,True,False,False,False,False,False,True,True,False,False,True,False,False
569,2022-07-07,0.0,0.004230021721733165,0.05006257822277847,0.1111111111111111,0.11842105263157894,0.23863636363636365,True,False,False,False,False,False,True,True,False,False,True,False,False
570,2022-07-07,0.2,0.009651973172503445,0.08760951188986231,0.1111111111111111,0.14473684210526316,0.14772727272727273,True,False,False,False,False,False,True,True,False,True,False,False,False
571,2022-05-27,0.21746254681647942,0.012518577798102205,0.09261576971214017,0.1111111111111111,0.15789473684210525,0.1931818181818182,True,False,False,False,False,False,True,True,False,True,False,False,False
572,2022-06-12,0.2,0.015948325140048018,0.09887359198998748,0.1111111111111111,0.07894736842105263,0.06818181818181818,True,False,False,False,False,False,True,False,True,True,False,False,False
573,2022-07-01,0.0,0.00737395678518349,0.05319148936170213,0.1111111111111111,0.039473684210526314,0.06818181818181818,True,False,False,False,False,False,True,False,True,True,False,False,False
574,2022-05-30,0.0,0.015948325140048018,0.061326658322903634,0.0,0.3421052631578947,0.48863636363636365,True,False,False,False,False,False,True,True,False,True,False,False,False
575,2022-06-20,0.2,0.015376700583057045,0.09887359198998748,0.1111111111111111,0.013157894736842105,0.07954545454545454,True,False,False,False,False,False,True,False,False,True,False,False,False
576,2022-06-15,0.0,0.011089516405624784,0.06633291614518147,0.1111111111111111,0.02631578947368421,0.03409090909090909,True,False,False,False,False,False,True,True,False,False,True,False,False
577,2022-07-07,0.2,0.026809191722876415,0.13016270337922403,0.1111111111111111,0.3289473684210526,0.46590909090909094,True,False,False,False,False,False,True,False,True,True,False,False,False
578,2022-06-30,0.2,0.023951068937921573,0.08635794743429286,0.1111111111111111,0.3289473684210526,0.4545454545454546,True,False,False,False,False,False,True,True,False,True,False,False,False
579,2022-06-25,0.6000000000000001,0.08540070881445067,0.19899874843554444,0.3333333333333333,0.6973684210526315,0.875,True,False,False,False,False,False,True,True,False,True,False,False,False
580,2022-06-29,0.2,0.022522007545444152,0.07384230287859823,0.0,0.02631578947368421,0.045454545454545456,True,False,False,False,False,False,True,False,False,True,False,False,False
581,2022-06-23,0.0,0.0033725848862467133,0.03629536921151439,0.1111111111111111,0.0,0.06818181818181818,False,True,False,False,False,False,True,False,True,True,False,False,True
582,2022-05-15,0.0,0.007659769063678976,0.06758448060075092,0.1111111111111111,0.039473684210526314,0.03409090909090909,True,False,False,False,False,False,True,False,True,False,False,False,True
583,2022-07-06,0.4000000000000001,0.02509431805190351,0.11539424280350437,0.2222222222222222,0.18421052631578946,0.21590909090909094,True,False,False,False,False,False,True,True,False,True,False,False,False
584,2022-05-27,0.0,0.007659769063678976,0.055068836045056316,0.1111111111111111,0.17105263157894735,0.21590909090909094,True,False,False,False,False,False,True,False,True,True,False,False,False
585,2022-05-16,0.2,0.0033725848862467133,0.07384230287859823,0.1111111111111111,0.02631578947368421,0.03409090909090909,True,False,False,False,False,False,True,False,True,True,False,False,True
586,2022-07-04,0.0,0.006516519949697038,0.05181476846057572,0.1111111111111111,0.21052631578947367,0.25,True,False,False,False,False,False,True,False,True,True,False,False,False
587,2022-07-06,0.2,0.010517891848633816,0.06883604505632039,0.1111111111111111,0.0,0.022727272727272724,True,False,False,False,False,False,True,False,False,False,False,False,True
588,2022-06-04,0.0,0.008803018177660911,0.055068836045056316,0.1111111111111111,0.13157894736842105,0.1931818181818182,True,False,False,False,False,False,True,False,True,False,False,False,False
589,2022-05-14,0.6000000000000001,0.09969132273922487,0.3742177722152691,0.4444444444444445,0.513157894736842,0.6704545454545455,True,False,False,False,False,False,True,True,False,True,False,False,False
590,2022-06-06,0.0,0.011089516405624784,0.07384230287859823,0.1111111111111111,0.039473684210526314,0.06818181818181818,True,False,False,False,False,False,True,False,False,False,True,False,False
591,2022-05-27,0.4000000000000001,0.04252886704012804,0.1739674593241552,0.2222222222222222,0.21052631578947367,0.2272727272727273,True,False,False,False,False,False,True,False,False,False,False,False,False
592,2022-07-09,0.2,0.012518577798102205,0.07759699624530662,0.1111111111111111,0.13157894736842105,0.3522727272727273,True,False,False,False,False,False,True,False,True,False,False,False,False
593,2022-07-02,0.4000000000000001,0.04824511261003772,0.1739674593241552,0.2222222222222222,0.05263157894736842,0.07954545454545454,True,False,False,False,False,False,True,False,True,True,False,False,False
594,2022-05-31,0.0,0.008231393620669943,0.03879849812265331,0.0,0.15789473684210525,0.26136363636363635,False,True,False,False,False,False,True,False,False,False,True,False,True
595,2022-06-24,0.2,0.05967760374985709,0.12390488110137672,0.1111111111111111,0.05263157894736842,0.07954545454545454,True,False,False,False,False,False,True,False,True,False,False,False,False
596,2022-07-06,0.4000000000000001,0.02109294615296673,0.14267834793491865,0.2222222222222222,0.42105263157894735,0.4545454545454546,True,False,False,False,False,False,True,False,True,True,False,False,False
597,2022-07-09,0.2,0.009651973172503445,0.0927409261576971,0.1111111111111111,0.039473684210526314,0.3295454545454546,True,False,False,False,False,False,True,True,False,False,True,False,False
598,2022-06-20,0.2,0.0036583971647421976,0.07008760951188986,0.1111111111111111,0.05263157894736842,0.06818181818181818,True,False,False,False,False,False,True,False,False,False,True,False,False
599,2022-07-06,0.2,0.015376700583057045,0.08585732165206507,0.1111111111111111,0.17105263157894735,0.2272727272727273,True,False,False,False,False,False,True,True,False,True,False,False,False
600,2022-07-09,0.6000000000000001,0.03395449868526351,0.19899874843554444,0.3333333333333333,0.11842105263157894,0.3181818181818182,True,False,False,False,False,False,True,False,True,False,True,False,False
601,2022-07-06,0.4000000000000001,0.08540070881445067,0.311639549436796,0.2222222222222222,0.6184210526315789,1.0,True,False,False,False,False,False,True,True,False,False,False,False,False
602,2022-07-06,0.4000000000000001,0.01966388476048931,0.14267834793491865,0.2222222222222222,0.09210526315789473,0.4545454545454546,True,False,False,False,False,False,True,False,True,True,False,False,False
603,2022-06-03,0.4000000000000001,0.04252886704012804,0.18648310387984982,0.3333333333333333,0.09210526315789473,0.10227272727272728,True,False,False,False,False,False,True,True,False,True,False,False,False
604,2022-06-16,0.21746254681647942,0.01737738653252544,0.1176470588235294,0.2222222222222222,0.07894736842105263,0.06818181818181818,True,False,False,False,False,False,True,False,False,True,False,False,False
605,2022-05-18,0.2,0.011661140962615753,0.09261576971214017,0.1111111111111111,0.14473684210526316,0.2272727272727273,True,False,False,False,False,False,True,False,True,False,False,False,False
606,2022-05-23,0.2,0.036812621470218354,0.08823529411764705,0.1111111111111111,0.06578947368421052,0.10227272727272728,True,False,False,False,False,False,True,False,False,True,False,False,False
607,2022-05-14,0.4000000000000001,0.04824511261003772,0.1660826032540676,0.2222222222222222,0.3684210526315789,0.3295454545454546,True,False,False,False,False,False,True,False,False,True,False,False,False
608,2022-06-27,0.4000000000000001,0.005373270835715102,0.09098873591989987,0.2222222222222222,0.17105263157894735,0.15909090909090912,True,False,False,False,False,False,True,True,False,False,False,False,False
609,2022-05-18,0.2,0.011375328684120268,0.09261576971214017,0.1111111111111111,0.07894736842105263,0.2272727272727273,True,False,False,False,False,False,True,False,True,False,False,False,False
610,2022-06-03,0.2,0.01823482336801189,0.09386733416770962,0.1111111111111111,0.05263157894736842,0.06818181818181818,True,False,False,False,False,False,True,True,False,True,False,False,False
611,2022-06-17,0.2,0.013947639190579626,0.09261576971214017,0.1111111111111111,0.10526315789473684,0.17045454545454547,True,False,False,False,False,False,True,True,False,True,False,False,False
612,2022-07-01,0.2,0.023951068937921573,0.08010012515644555,0.1111111111111111,0.02631578947368421,0.05681818181818181,True,False,False,False,False,False,True,True,False,False,False,False,False
613,2022-05-31,0.2,0.013947639190579626,0.12390488110137672,0.1111111111111111,0.05263157894736842,0.06818181818181818,False,True,False,False,False,False,True,True,False,True,False,False,True
614,2022-04-28,0.21746254681647942,0.008231393620669943,0.07008760951188986,0.0,0.0,0.022727272727272724,True,False,False,False,False,False,True,False,True,True,False,False,True
615,2022-07-04,0.2,0.03395449868526351,0.11138923654568209,0.1111111111111111,0.06578947368421052,0.20454545454545456,True,False,False,False,False,False,True,True,False,False,True,False,False
616,2022-07-09,0.2,0.016805761975534468,0.09386733416770962,0.1111111111111111,0.039473684210526314,0.11363636363636363,True,False,False,False,False,False,True,False,True,False,True,False,False
617,2022-07-09,0.21746254681647942,0.031096375900308674,0.18648310387984982,0.3333333333333333,0.22368421052631576,0.46590909090909094,True,False,False,False,False,False,True,False,True,True,False,False,False
618,2022-07-04,0.4000000000000001,0.02380816279867383,0.14267834793491865,0.2222222222222222,0.13157894736842105,0.12499999999999999,True,False,False,False,False,False,True,False,True,False,True,False,False
619,2022-06-20,0.4000000000000001,0.022522007545444152,0.13642052565707133,0.2222222222222222,0.10526315789473684,0.3068181818181818,True,False,False,False,False,False,True,True,False,False,True,False,False
620,2022-05-18,0.4000000000000001,0.013947639190579626,0.12390488110137672,0.2222222222222222,0.11842105263157894,0.15909090909090912,True,False,False,False,False,False,True,False,False,True,False,False,False
621,2022-06-13,0.2,0.011089516405624784,0.08886107634543178,0.1111111111111111,0.18421052631578946,0.23863636363636365,True,False,False,False,False,False,True,False,True,False,False,False,False
622,2022-07-09,0.0,0.009651973172503445,0.044430538172715896,0.0,0.23684210526315788,0.44318181818181823,True,False,False,False,False,False,True,False,False,False,True,False,False
623,2022-07-09,0.6000000000000001,0.06253572653481193,0.24906132665832292,0.3333333333333333,0.11842105263157894,0.18181818181818182,True,False,False,False,False,False,True,False,False,True,False,False,False
624,2022-07-07,0.0,0.0068023322281925225,0.04881101376720901,0.0,0.02631578947368421,0.13636363636363638,True,False,False,False,False,False,True,False,True,True,False,False,False
